Title	Suburb	Address	Address 2	State	Postcode
CLAYTON RSL	CLAYTON	163 CARINISH ROAD		VIC	3168
CLUB KILSYTH	BAYSWATER NTH	1-15 CANTERBURY RD		VIC	3153
CLUB LAVERTON	LAVERTON	15 AVIATION RD		VIC	3028
CLUB LEEDS	FOOTSCRAY	17 LEEDS STREET		VIC	3011
CLUB RINGWOOD	RINGWOOD	523-531 MAROONDAH HWY		VIC	3153
CLUB TIVOLI DEUTSCHER	WINDSOR	291 DANDENONG ROAD		VIC	3181
COBDEN GOLF CLUB	COBDEN	NEYLON STREET		VIC	3266
CRAIGIEBURN SPORTING CLUB	CRAIGIEBURN	CRAIGIEBURN ROAD		VIC	3064
CRANBOURNE GOLF CLUB	CRANBOURNE	STH GIPPSLAND HIGHWAY		VIC	3977
DANDENONG CLUB	DANDENONG	1579 HEATHERTON ROAD		VIC	3175
DANDENONG RSL	DANDENONG	44-50 CLOW STREET		VIC	3175
DANDENONG WORKERS SOCIAL CLUB	DANDENONG	48 WEDGE STREET		VIC	3175
DAREBIN RSL	PRESTON	402 BELL STREET		VIC	3072
DEER PARK CLUB	DEER PARK	780 BALLARAT ROAD		VIC	3023
DEER PARK SPORTS CLUB	DEER PARK	HUME STREET		VIC	3023
EAST MALVERN RSL	MALVERN EAST	STANLEY GROSE DRIVE		VIC	3145
EASTERN GOLF CLUB	YERING	215 VICTORIA ROAD		VIC	3770
EASTWOOD GOLF CLUB	KILSYTH	LIVERPOOL ROAD		VIC	3137
EPPING RSL SUB BRANCH	EPPING	HARVEST HOME LANE		VIC	3076
ESSENDON FOOTBALL CLUB	ESSENDON	NAPIER ST		VIC	3040
FAIRFIELD RSL	FAIRFIELD	7 RAILWAY PLACE		VIC	3078
FAWKNER RSL	FAWKNER	135 LORNE ST		VIC	3060
FERNTREE GULLY BOWLS CLUB	FERNTREE GULLY	29 GLENFERN ROAD		VIC	3156
FITZROY VIC BOWLS & SPORTS CLU	NORTH FITZROY	578 BRUNSWICK ST		VIC	3068
FRANKSTON RSL	FRANKSTON	183 CRANBOURNE ROAD		VIC	3199
GAA GAELIC PARK	KEYSBOROUGH	324-334 PERRY ROAD		VIC	3173
GARDINERS RUN GOLF CLUB	LILYDALE	130-132 VICTORIA ROAD		VIC	3140
GLENROY RSL	GLENROY	186 GLENROY ROAD		VIC	3046
GOUGHS BAY BOAT CLUB	GOUGHS BAY	53 BAYSIDE BOULEVARD		VIC	3723
GRACE PARK HAWTHORN CLUB	HAWTHORN	6 HILDA CRESCENT		VIC	3122
GREEN GULLY SOCCER	KEILOR DOWNS	ST ALBANS RD		VIC	3038
GREENSBOROUGH RSL	GREENSBOROUGH	111 MAIN ST		VIC	3088
HAMPTON BOWLS CLUB	HAMPTON	CNR FEWSTER&EARLSFIELD RD		VIC	3188
HAMPTON RSL CLUB	HAMPTON	25 HOLYROOD STREET		VIC	3188
HAWTHORN CLUB	HAWTHORN	627 GLENFERRIE ROAD		VIC	3122
HEIDELBERG GOLF CLUB CLUB	LOWER PLENTY	8 MAIN RD		VIC	3093
HEMISPHERE CONFERENCE CTR*	MOORABBIN	488 SOUTH RD		VIC	3189
HENTY COMMUNITY CLUB	HENTY	37 SOUTH STREET		VIC	2658
HIGHETT RSL	HIGHETT	1 STATION STREET		VIC	3192
HOPPERS CROSSING CLUB	HOPPERS CROSSIN	180-200 PANNAM DR		VIC	3029
HOPPERS CROSSING SPORTS	HOPPERS CROSSIN	56-84 HOGANS ROAD		VIC	3029
HORSHAM GOLF CLUB	HORSHAM	304 GOLF COURSE ROAD		VIC	3400
HUNTINGDALE GOLF CLUB	OAKLEIGH STH	WINDSOR AVE		VIC	3167
ITALIAN AUSTRALIAN CLUB	MORWELL	499-501 PRINCES DRIVE		VIC	3840
KEILOR EAST RSL	ESSENDON	12-16 HOFFMANS RD		VIC	3040
KILMORE TRACKSIDE	KILMORE	EAST STREET		VIC	3764
KINGSTON HEATH GOLF CLUB	CHELTENHAM	KINGSTON ROAD		VIC	3192
KINGSTON LINKS GOLF COURSE	ROWVILLE	14 CORPORATE AVENUE		VIC	3178
KNOX CLUB	WANTIRNA	CNR STUD & BORONIA RDS		VIC	3152
KOORINGAL GOLF CLUB	ALTONA	94 WILGA AVENUE		VIC	3018
KYNETON RSL	KYNETON	37-39 MOLLINSON STREET		VIC	3444
LARA SPORTING CLUB	LARA	MILL ROAD		VIC	3212
LEIGHOAK CLUB	OAKLEIGH	CNR PRINCES HWY&ATKINSON		VIC	3000
LONGBEACH RSL	CHELSEA	4 THAMES PROMENADE		VIC	3196
MANSFIELD GOLF CLUB	MANSFIELD	24 KIDSTON PARADE		VIC	3722
MELBOURNE CUP CLUB	FLEMINGTON	FLEMINGTON RACECOURSE		VIC	3031
MELTON COUNTRY CLUB	MELTON	RESERVE ROAD		VIC	3337
MELTON VALLEY GOLF CLUB	MELTON	156-200 MELTON VALLEY DVE		VIC	3337
MENTONE RSL	MENTONE	9 PALERMO STREET		VIC	3194
MONBULK BOWLING CLUB	MONBULK	1 MOORES RD		VIC	3793
MONTMORENCY RSL	MONTMORENCY	MOUNT VIEW ROAD		VIC	3094
MOONEE VALLEY RACING CLUB	MOONEE PONDS	MACPHERSON ST		VIC	3039
MOONEE VALLEY RACING-TAB	MOONEE PONDS	MACPHERSON ST		VIC	3039
MORDIALLOC SPORTING CLUB	MORDIALLOC	528 MAIN STREET		VIC	3195
MORTLAKE GOLF CLUB	MORTLAKE	HOPETOUN STREET		VIC	3272
MULGRAVE COUNTRY CLUB	MULGRAVE	345 JELLS ROAD		VIC	3170
MYRTLEFORD SAVOY SPTG CLUB	MYRTLEFORD	252-254 MYRTLE STREET		VIC	3737
NOBLE PARK RSL	NOBLE PARK	1128 HEATHERTON ROAD		VIC	3174
NUMURKAH GOLF & BOWLS CLUB	NUMURKAH	TUNNOCK ROAD		VIC	3636
PASCOE VALE RSL CLUB	PASCOE VALE	40 CUMBERLAND ROAD		VIC	3044
PENINSULA CLUB (THE)	DROMANA	CNR GIBSON& NOEL STREETS		VIC	3936
PEPPERS THE SANDS TORQUAY	TORQUAY	2 SANDS BOULEVARD		VIC	3228
PHILLIP ISLAND RSL C/PART	COWES	225-243 THOMPSON AVENUE		VIC	3922
RACV CAPE SCHANCK RESORT	CAPE SCHANCK	TRENT JONES DRIVE		VIC	3000
RACV CITY CLUB	MELBOURNE	501 BOURKE STREET		VIC	3000
RACV GOLDFIELDS RESORT	CRESWICK	1500 MIDLAND HIGHWAY		VIC	3363
RACV HEALESVILLE COUNTRY CLUB	HEALESVILLE	YARRA GLEN ROAD		VIC	3777
RACV INVERLOCH RESORT	INVERLOCH	70 CAPE PATERSON		VIC	3000
RACV TORQUAY GOLF CLUB	TORQUAY	1 GREAT OCEAN ROAD		VIC	3000
RESERVOIR RSL CP	RESERVOIR	251 SPRING STREET		VIC	3073
ROSEBUD COUNTRY CLUB	ROSEBUD	207 BONEO ROAD		VIC	3939
ROSEBUD RSL	ROSEBUD	117 EASTBOURNE ROAD		VIC	3939
ROYAL MELBOURNE TENNIS CLUB	RICHMOND	18 SHERWOOD STREET		VIC	3121
SANDHURST CLUB	SANDHURST	75 SANDHURST BLVD		VIC	3977
SANDOWN GREYHOUND RACING CLUB	SPRINGVALE	49-97 LIGHTWOOD ROAD		VIC	3171
SEAFORD RSL	SEAFORD	17 STATION STREET		VIC	3198
SORRENTO GOLF CLUB	SORRENTO	LANGFORD ROAD		VIC	3943
SORRENTO/PORTSEA RSL	SORRENTO	1-3 HURLEY STREET		VIC	3943
SPRINGVALE RSL	SPRINGVALE	CNR OSBORNE&PRINCESS AVE		VIC	3171
ST ALBANS SPORTS CLUB	ST ALBANS	96A GILLESPIE ROAD		VIC	3021
ST ANDREWS BEACH GOLF	FINGAL	209 SANDY ROAD		VIC	3941
ST GEORGES WORKERS CLUB	GEELONG WEST	212 PAKINGTON STREET		VIC	3218
SUNBURY BOWLING CLUB	SUNBURY	RIDDELL ROAD		VIC	3429
SUNBURY F/BALL&SOCIAL CLB	SUNBURY	47A RIDDELL RD		VIC	3429
SUNBURY UNITED SPORTS CLUB	SUNBURY	LAGAMA PRK MITCHELLS LANE		VIC	3429
SUNSHINE RSL CLUB	SUNSHINE	99 DICKSON STREET		VIC	3020
THE BROOK ON SNEYDES	POINT COOK	215 SNEYDES ROAD		VIC	3030
TIGERS CLUBHOUSE	HOPPERS CROSSIN	70 OLD GEELONG ROAD		VIC	3029
TOORADIN&DISTRICT SPORTS	TOORADIN	SOUTH GIPPSLAND HWY		VIC	3980
TRARALGON RSL	TRARALGON	109-115 GREY STREET		VIC	3844
TRIOS SPORTS CLUB	CRANBOURNE	1410 STH GIPPSLAND HWY		VIC	3977
VENETO CLUB	BULLEEN	191 BULLEEN ROAD		VIC	3105
WANTIRNA CLUB	WANTIRNA	350 STUD ROAD		VIC	3152
WARRAGUL COUNTRY CLUB	WARRAGUL	41 SUTTON STREET		VIC	3820
WARRAGUL SPORTING&SOC CLUB	WARRAGUL	55-57 VICTORIA STREET		VIC	3820
WATSONIA RSL SUB BRANCH	WATSONIA	6 MORWELL AVENUE		VIC	3087
WAVERLEY RSL	GLEN WAVERLEY	CNR COLEMAN &GLENDALE RD		VIC	3150
WEST HEIDELBERG RSL	HEIDELBERG HEIG	180 BELL STREET		VIC	3081
WHITTLESEA BOWLS	WHITTLESEA	101 CHURCH ST		VIC	3757
WHITTLESEA GOLF CLUB	HUMEVALE	160 HUMEVALE RD		VIC	3757
WILLIAMSTOWN BOWLING CLUB	WILLIAMSTOWN	40-58 MELBOURNE ROAD		VIC	3016
WILLIAMSTOWN RSL	WILLIAMSTOWN	128 FERGUSON STREET		VIC	3016
WONTHAGGI CLUB	WONTHAGGI	16 MCBRIDE AVENUE		VIC	3995
WONTHAGGI GOLF CLUB	WONTHAGGI	11 DR.SLEEMAN DRIVE		VIC	3995
YARRA VALLEY ESTATE	DIXONS CREEK	2164 MELBA HWY		VIC	3775
YARRAVILLE CLUB	YARRAVILLE	135 STEPHEN STREET		VIC	3013
YARRAVILLE/FSCRAY BOWL	YARRAVILLE	339A FRANCIS ST		VIC	3013
YERING MEADOWS GOLF CLUB	YERING	178-180 VICTORIA ROAD		VIC	3770
CBS AT SHEPPARTON	SHEPPARTON	585 WYNDHAM STREET		VIC	3630
BOX HILL CELLARS	BOX HILL	550 STATION ST		VIC	3128
CHURCHILL CELLARS X	BRAYBROOK	160 CHURCHILL AVENUE		VIC	3019
DARLEY BOTTLESHOP	DARLEY	12A ALBERT STREET		VIC	3340
DNC 161 CELLARS	GLEN IRIS	161 BURKE ROAD		VIC	3146
DNC ABBEY CELLARS	ALBERT PARK	115 VICTORIA AVENUE		VIC	3206
DNC AT CHELTENHAM	CHELTENHAM	263 BAY ROAD		VIC	3192
DNC AT THREE	MELBOURNE	198A LA TROBE ST		VIC	3000
DNC BAIRS HOTEL	LEONGATHA	18 BAIR STREET		VIC	3953
DNC BELGRAVE CELLARS	BELGRAVE	9/1647-1649 BURWOOD HWY		VIC	3160
DNC BLACKBURN CELLARS	BLACKBURN SOUTH	2 LAWRENCE STREET		VIC	3130
DNC BRAESIDE CELLARS	MORDIALLOC	210-212 LOWER DANDENONG R		VIC	3195
DNC BULLEEN CELLARS	BULLEEN	190 BULLEEN ROAD		VIC	3105
DNC CAMBERWELL SOUTH CELLARS	CAMBERWELL	968 TOORAK ROAD		VIC	3124
DNC CHAPEL CELLARS	MOORABBIN	5 - 7 CHAPEL ROAD		VIC	3189
DNC CITICLUB X	MELBOURNE	113 QUEEN STREET		VIC	3000
DNC CLAYTON DISCOUNT LIQ*1 DD*	CLAYTON	129 CARINISH ROAD		VIC	3168
DNC COBRAM HOTEL	COBRAM	6 STATION ST		VIC	3644
DNC COMMERCIAL HOTEL	HAMILTON	145 THOMPSON STREET		VIC	3300
DNC COMMERCIAL HOTEL HEYFIELD	HEYFIELD	66 TEMPLE ST		VIC	3858
DNC CORKS CREW CELLARS	TORQUAY	5 BRISTOL ROAD		VIC	3228
DNC DANDENONG CELLARS	DANDENONG	106B HERBERT STREET		VIC	3175
DNC DINGLEY CELLARS	DINGLEY VILLAGE	8 PAULINE AVE		VIC	3172
DNC EAST BENTLEIGH CELLARS	EAST BENTLEIGH	UNIT 4, 625 CENTRE ROAD		VIC	3165
DNC EASTFIELD CELLARS	CROYDON SOUTH	116 BAYSWATER ROAD		VIC	3136
DNC EUROA HOTEL	EUROA	67 RAILWAY STREET		VIC	3666
DNC EXETER CELLARS X	CROYDON NORTH	1/401 MAROONDAH HIGHWAY		VIC	3136
DNC FLINDERS STATION HOTEL X	MELBOURNE	35 ELIZABETH STREET		VIC	3000
DNC FOOTSCRAY CELLARS *PBD*	SEDDON	75 CHARLES STREET		VIC	3011
DNC FOSTER STREET BOTTLESHOP X	DANDENONG	64-70 FOSTER STREET		VIC	3175
DNC GRAND TERMINUS BAIRNSDALE	BAIRNSDALE	98 MACLEOD STREET		VIC	3875
DNC HARTWELL CELLARS	GLEN IRIS	62-66 HIGH STREET		VIC	3146
DNC HIGHTON CELLARS	HIGHTON	90 BARRABOOL ROAD		VIC	3216
DNC JADE CLAYTON CELLARS	CLAYTON	379 CLAYTON ROAD		VIC	3168
DNC JUNCTION VILLAGE B/SHOP	JUNCTION VILLAG	6 THE ARCADE		VIC	3977
DNC JUST LIQUOR	CARLTON	SHOP 8, 380 LYGON ST		VIC	3053
DNC KANGAROO GENERAL STORE	EBDEN	70 BONEGILLA ROAD		VIC	3691
DNC KNOX CITY LIQUOR	WANTIRNA STH	1091A/425 BURWOOD HWY		VIC	3152
DNC LIQUOR SHOP	SUNSHINE	5/1 FOUNDRY ROAD		VIC	3020
DNC MENTONE LIQUOR STOP	MENTONE	95 MENTONE PARADE		VIC	3194
DNC MIKES BOTTLESHOP	CRANBOURNE	5 CAMMS ROAD		VIC	3977
DNC MINAPRE HOTEL	LASCELLES	18 WYCHUNGA STREET		VIC	3487
DNC MITCHELL RIVER TAVERN	BAIRNSDALE	59 MAIN STREET		VIC	3875
DNC MT ELIZA CELLARS	MT ELIZA	3/188 HUMPHRIES ROAD		VIC	3930
DNC NEWCOMB DUNCANS *PP*	NEWCOMB	38 WATSONS ROAD		VIC	3219
DNC NORTHPOINT LIQUOR BARN	WARRNAMBOOL	82 MORTLAKE ROAD		VIC	3280
DNC OLD RICHMOND CELLARS	RICHMOND	100 VICTORIA STREET		VIC	3121
DNC OVERLANDER HOTEL MOTEL	SHEPPARTON	97 BENALLA ROAD		VIC	3630
DNC OZ LIQUOR SOUTHLAND	CHELTENHAM	SH 1037 SOUTHLAND S/CENTR		VIC	3192
DNC PARK ORCHARDS CELLARS	PARK ORCHARDS	600 PARK ROAD		VIC	3114
DNC PARKDALE CELLARS	PARKDALE	266 COMO PARADE WEST		VIC	3195
DNC PINEWOOD CELLARS	MT WAVERLEY	25 CENTREWAY PINEWOOD S.C		VIC	3149
DNC ROSEDALE BOTTLESHOP	ROSEDALE	2A PRINCES STREET		VIC	3847
DNC ROYAL HOTEL DROUIN	DROUIN	2-4 MAIN SOUTH STREET		VIC	3818
DNC RUMERZ TAVERN	BALLARAT	50 HUMFFRAY ST NORTH		VIC	3350
DNC SEAFORD CELLARS	SEAFORD	148 AUSTIN ROAD		VIC	3198
DNC SHAMROCK HOTEL ECHUCA	ECHUCA	579 HIGH STREET		VIC	3564
DNC SOUTHERN ROAD CELLARS	HEIDELBERG WEST	29-31 SOUTHERN ROAD		VIC	3081
DNC STRATHMORE CELLARS	STRATHMORE	305 NAPIER STREET		VIC	3041
DNC SURREY HILLS CELLARS	SURREY HILLS	611 CANTERBURY ROAD		VIC	3127
DNC TELEGRAPH HOTEL NUMURKAH	NUMURKAH	81-83 MELVILLE ST		VIC	3636
DNC TERMINUS HOTEL SHEPPARTON	SHEPPARTON	212 HIGH STREET		VIC	3630
DNC UNION CLUB HOTEL	COLAC	110 MURRAY STREET		VIC	3250
DNC WELCOME MART NORTHCOTE	NORTHCOTE	111 VICTORIA ROAD		VIC	3070
DNC WELSHPOOL HOTEL	WELSHPOOL	21-23 MAIN STREET		VIC	3966
DNC WEST BRUNSWICK CELLARS	WEST BRUNSWICK	239 MELVILLE ROAD		VIC	3055
DNC WEST SIDE TAVERN	WANGARATTA	63-65 APPIN STREET		VIC	3677
FARMERS ARMS HOTEL	CRESWICK	31 ALBERT STREET		VIC	3363
FLAGSTAFF CELLARS	KNOXFIELD	426 WILLIAM STREET		VIC	3003
HIGHTOWN CELLARS	THOMASTOWN	255-257 HIGH STREET		VIC	3074
RYANS HOTEL	TRARALGON	171 FRANKLIN STREET		VIC	3844
UNITED KINGDOM HOTEL	GOLDEN SQUARE	307 HIGH ST		VIC	3555
ABBOTSFORD IGA + LIQUOR	ABBOTSFORD	306-310 JOHNSTON STREET		VIC	3067
AIRPORT WEST CELLARS IGA	AIRPORT WEST	55-57 MCNAMARA AVE		VIC	3042
ALCHESTER IGA PLUS LIQUOR X	BORONIA	1/7 ALCHESTER ROAD		VIC	3155
ALTONA IGA PLUS LIQUOR(CORP)	ALTONA	103-110 PIER STREET		VIC	3018
ANDRE'S SUPA IGA X	WATSONIA	97 WATSONIA RD		VIC	3087
ANGLESEA IGA PLUS LIQUOR	ANGLESEA	SHP 5/8 87 GREAT OCEAN RD		VIC	3230
APOLLO BAY EXPRESS X	APOLLO BAY	103-105 GREAT OCEAN RD		VIC	3233
ARMADALE IGA EXPRESS + LIQ X	ARMADALE	706 HIGH ST		VIC	3143
ASHBURTON IGA PLUS LIQ	ASHBURTON	219 HIGH STREET		VIC	3147
AVOCA IGA PLUS LIQUOR	AVOCA	172 HIGH STREET		VIC	3465
BALLAN IGA + LIQUOR X	BALLAN	135 INGLIS STREET		VIC	3342
BAROOGA IGA XPRESS	BAROOGA	20 VERMONT STREET		VIC	3644
BARWON HEADS SUPERMARKET X	BARWON HEADS	3 BRIDGE RD		VIC	3227
BATLOW IGA LIQUOR	BATLOW	21 SELWYN STREET		VIC	2730
BEACON COVE FOOD STORE IGA X	PORT MELBOURNE	103 BEACH ST		VIC	3207
BEAUMARIS IGA S/MARKET IGA X	BEAUMARIS	6 12 SOUTH CONCOURSE		VIC	3193
BELGRAVE STH IGA PLUS LIQUOR	BELGRAVE SOUTH	151 BELGRAVE & HALLAM RDS		VIC	3160
BENTLEIGH EAST IGA X-PRESS X	EAST BENTLEIGH	293 CHESTERVILLE ROAD		VIC	3165
BENTLEIGH IGA PLUS LIQUOR X	BENTLEIGH	86-88 PATTERSON ROAD		VIC	3204
BERRIGAN IGA PLUS LIQUOR X	BERRIGAN	81 CHANTER STREET		VIC	2712
BIRCHIP IGA	BIRCHIP	35 CUMMING AVENUE		VIC	3483
BITTERN IGA + LIQUOR	BITTERN	2428-2436 FRANKSTON-FLIND		VIC	3918
BLACKBURN IGA PLUS LIQUOR X	BLACKBURN	66 SOUTH PARADE		VIC	3130
BLACKBURN NTH IGA+LIQ (CORP)	BLACKBURN NTH	CNR WILLIAMS/SPRINGFIELDS		VIC	3130
BLAIRGOWRIE FOOD & LIQ IGA X	BLAIRGOWRIE	2833 POINT NEPEAN HWY		VIC	3942
BOCCACCIO BALWYN	BALWYN	1030 BURKE RD		VIC	3103
BOORT SUPERMARKET IGA	BOORT	94-98 GODFREY STREET		VIC	3537
BOUNDY'S NTH ESSENDON IGA X	ESSENDON NORTH	25 KEILOR RD		VIC	3041
BOUNDY'S W/ESSENDON IGA X	ESSENDON	347 BUCKLEY ST		VIC	3040
BROADFORD IGA LIQUOR X	BROADFORD	65 HIGH STREET		VIC	3658
BRUNSWICK EAST IGA XPRESS X	BRUNSWICK EAST	326-328 LYGON STREET		VIC	3057
BRUNSWICK SUPA IGA	BRUNSWICK	614-618 SYDNEY ROAD		VIC	3013
BRUNSWICK WEST IGA ALBION ST	BRUNSWICK WEST	1/490 ALBION STREET		VIC	3055
BUCKLEY IGA XPRESS+LIQ	CANTERBURY	92 MAILING RD		VIC	3126
BUNYIP IGA S/MARKET X	BUNYIP	2-6 MAIN STREET		VIC	3815
BURTON STORES	EUROA	BINNEY ST		VIC	3666
BURWOOD IGA PLUS LIQUOR	CAMBERWELL	1424 TOORAK ROAD		VIC	3124
CHAMPIONS GROVEDALE CENTRAL X	GROVEDALE	SHOP 15-17 79 HEYERS RD		VIC	3216
CHAMPIONS IGA EDAY B/MRSH X	BACCHUS MARSH	CNR GREY & GISBORNE STS		VIC	3340
CHAMPIONS IGA GROVEDALE EAST X	GROVEDALE	142-146 MARSHALLTOWN RD		VIC	3216
CHAMPIONS INGLEWOOD X	INGLEWOOD	30-36 BROOKE STREET		VIC	3517
CHAMPIONS SUPA IGA H/COTE X	HEATHCOTE	175 HIGH STREET		VIC	3523
CHAMPIONS SUPA IGA K/FLAT X	KANGAROO FLAT	20 STATION ST		VIC	3555
CHAMPIONS SUPA IGA L/GULLY X	LONG GULLY	3 WOOD ST		VIC	3550
CHAMPIONS SUPA IGA NAGAMBIE	NAGAMBIE	259-261 HIGH STREET		VIC	3608
CHAMPIONS WHITTLESEA SUPA IGAX	WHITTLESEA	1-22 CHURCH STREET		VIC	3757
CHELSEA HEIGHTS IGA X	CHELSEA HEIGHTS	199 THAMES PROM		VIC	3196
CHELTENHAM IGA X	CHELTENHAM	1/39 BERNARD STREET		VIC	3192
CHILTERN IGA + LIQUOR	CHILTERN	36 CONNESS STREET		VIC	3683
CLARENDON ST IGA XPRESS X	SOUTHBANK	63-65 WHITEMAN STREET		VIC	3006
CLAUDIO'S IGA EVERYDAY	WEST MEADOWS	SHOP 4 15-23 FAWKNER ST		VIC	3049
CLUNES LIC SUPERMARKET	CLUNES	FRASER ST		VIC	3370
COBURG IGA + LIQUOR (CORP)	COBURG	SH 1 12/20 NICHOLSON ST		VIC	3058
COCKATOO IGA PLUS LIQUOR	COCKATOO	34 MCBRIDE STREET		VIC	3781
COLDSTREAM IGA	COLDSTREAM	670-672 MAROONDAH HIGHWAY		VIC	3770
COLERAINE IGA S/M	COLERAINE	86 WHYTE ST		VIC	3315
COLLINS ST IGA XPRESS X	MELBOURNE	470 COLLINS STREET		VIC	3000
COROWA SUPA IGA	COROWA	113-117 SANGER STREET		VIC	2646
CORRYONG IGA PLUS LIQUOR X	CORRYONG	24-30 HANSON STREET		VIC	3707
COWES IGA PLUS LIQUOR*PP*	COWES	207 SETTLEMENT ROAD		VIC	3922
DALES SUPERMARKET	HENTY	9-13 SLADEN ST		VIC	2658
DALYS IGA LIQUOR X	HEYWOOD	60-64 EDGAR STREET		VIC	3304
DANDENONG IGA PLUS LIQUOR	DANDENONG WEST	78-82 HEMMING STREET		VIC	3175
DANG'S IGA S/MART X	CHELTENHAM	15-17 FOLLETT RD		VIC	3192
DARETON IGA	DARETON	31-37 TAPIO ST		VIC	2717
DEER PARK IGA PLUS LIQUOR	DEER PARK	8 HATCHLANDS DRIVE		VIC	3023
DIMBOOLA IGA S/MART X	DIMBOOLA	15-19 LOCHIEL ST		VIC	3414
DOCKENDORFS IGA	BRIGHTON	12 COCHRANE ST		VIC	3186
DOYLES IGA BALRANALD	BALRANALD	102 MARKET STREET		VIC	2715
DOYLES IGA KANIVA	KANIVA	66-70 COMMERCIAL STREET		VIC	3419
DYSONS SUPERMARKET X	NUMURKAH	2-6 MELVILLE ST		VIC	3636
EAST ALBURY IGA X	EAST ALBURY NSW	184 BOROLLA ROAD		VIC	2640
EAST BRIGHTON IGA XPRESS	EAST BRIGHTON	765A HAWTHORN ROAD		VIC	3187
EAST MALVERN IGA XPRESS(176) X	MALVERN EAST	177-179 WAVERLEY ROAD		VIC	3145
EAST MELBOURNE IGA X	EAST MELBOURNE	POWLETT & ALBERT STS		VIC	3002
EAST OAKLEIGH IGA XPRESS X	OAKLEIGH EAST	2 MACRINA STREET		VIC	3163
ECHUCA IGA XPRESS PLUS LIQUOR	ECHUCA	39 HAVERFIELD STREET		VIC	3564
EDITHVALE IGA XPRESS	EDITHVALE	235 NEPEAN HWY		VIC	3196
ELMORE IGA EXPRESS	ELMORE	72-76 RAILWAY PLACE		VIC	3558
EPPING IGA + LIQUOR X	EPPING	SHOP 1, 53 MCDONALDS RD		VIC	3076
ESKDALE IGA X-PRESS	ESKDALE	3764 OMEO HWY		VIC	3701
EVE CENTRAL IGA+ LIQUOR X	CRANBOURNE NTH	10/2-10 WILLIAM THWAITES		VIC	3977
EXHIBITION ST IGA XPRESS	MELBOURNE	333 EXHIBITION STREET		VIC	3000
FAIRLEYS SHEPP (MICHAELS) X	SHEPPARTON	177-193 NUMURKAH ROAD		VIC	3630
FAIRLEYS SUPA IGA EAGLEHAWK X	EAGLEHAWK	93 VICTORIA STREET		VIC	3556
FAWKNER IGA PLUS LIQUOR X	FAWKNER	40-44 BONWICK STREET		VIC	3060
FINLEY IGA S/MARKET	FINLEY	189 MURRAY ST		VIC	2713
FISHERS F/BARN MERBEIN IGA X	MERBEIN	100 COMMERCIAL ST		VIC	3505
FISHERS F/BARN WENTWORTH IGA X	WENTWORTH	SANDWYCH ST		VIC	2648
FISHERS STORES KERANG IGA X	KERANG	60A VICTORIA ST		VIC	3579
FISHERS W/HSE A/C MERBEIN IGA	MERBEIN	100 COMMERCIAL ST		VIC	3505
FITZROY IGA LIQUOR	FITZROY	424-426 BRUNSWICK STREET		VIC	3065
FOOD & LIQUOR IGA	ALTONA NORTH	57-63 THE CIRCLE		VIC	3025
FOOTSCRAY IGA PLUS LIQUOR	FOOTSCRAY	CNR GORDON & BALLARAT RDS		VIC	3011
FOSTER IGA PLUS LIQUOR	FOSTER	58-62 MAIN STREET		VIC	3960
FRENCH'S IGA PLUS LIQ X	GLEN WAVERLEY	10-12 KERRIE RD		VIC	3150
FRESH PANTRY SPENCER ST (CORP)	MELBOURNE	90-96 SPENCER STREET		VIC	3000
FRESHWATER IGA PLUS LIQUOR X	SOUTHBANK	6/10 FRESHWATER PLACE		VIC	3006
G H HARRISON & SONS	HAY	190-192 LACHLAN ST		VIC	2711
GEMBROOK IGA LIQUOR X	GEMBROOK	83-85 MAIN STREET		VIC	3783
GERVASI IGA THOMASTOWN	THOMASTOWN	275 HIGH STREET		VIC	3056
GLADSTONE PARK SUPA IGA X	TULLAMARINE	SHOP 51 GLADSTONE PARK SC		VIC	3043
GLENGARRY IGA XPRESS + LIQUOR	GLENGARRY	21-23 MAIN STREET		VIC	3854
GOLDEN APPLE S/STORE	LEETON	YANCO RD		VIC	2705
GOROKE IGA XPRESS	GOROKE	26 MAIN STREET		VIC	3412
GREEN SQUARE IGA	ABBOTSFORD	609 VICTORIA ST		VIC	3067
GREENSBOROUGH IGA X	GREENSBOROUGH	SHOP 1&2 CIVIC DRIVE		VIC	3088
HEALESVILLE IGA XPRESS	HEALESVILLE	199 MAROONDAH H/WAY		VIC	3777
HEATHMONT IGA X	HEATHMONT	120 CANTERBURY ROAD		VIC	3135
HEIDELBERG WEST IGA	HEIDELBERG WEST	28 THE MALL		VIC	3081
HEYFIELD IGA	HEYFIELD	18-22 GEORGE STREET		VIC	3858
HIGHWAY LIQUOR-MICHAELS IGA X	LEONGATHA	CNR ANDERSON & TURNER STS		VIC	3953
HOLBROOK STORES	HOLBROOK	155 ALBURY ST		VIC	2644
HOPETOUN IGA SUPERMARKET IGA	HOPETOUN	14 AUSTIN STREET		VIC	3396
HOPPERS CROSSING IGA W/VILLE X	HOPPERS CROSSIN	SHOP 20 WOODVILLE PARK		VIC	3029
HOPPERS CROSSING IGA X	HOPPERS CROSSIN	2-6 DELORAINE DRIVE		VIC	3029
HOWLONG IGA	HOWLONG	49-51 HAWKINS ST		VIC	2643
HUNTINGDALE CELLARS X	HUNTINGDALE	299-301 HUNTINGDALE RD		VIC	3166
HUNTLY IGA XPRESS X	HUNTLY	4/619 MIDLAND HIGHWAY		VIC	3065
